loan_id,servicer_id,updated_current_balance,updated_payment_status,updated_days_past_due,last_payment_date,servicer_as_of_date,unexpected_audit_flag,servicer_raw_notes
LN-08270910-10839,SERV-02,21777.68,CLOSED,0,2023-09-19,2026-08-27,,
LN-08270910-10840,SERV-03,29178.99,LATE_30,44,2023-03-31,2026-08-27,AUDIT-FLAG-5,
LN-08270910-10841,SERV-01,142097.1,LATE_60,15,2023-11-11,2026-08-27,,
LN-08270910-10842,SERV-02,22763.11,LATE_90,112,2023-06-24,2026-08-27,,
LN-08270910-10843,SERV-01,33264.22,LATE_30,51,2023-09-21,2026-08-27,,
LN-08270910-10844,SERV-03,118919.87,LATE_60,70,2023-05-20,2026-08-27,,
LN-08270910-10845,SERV-03,185850.81,LATE_90,0,2024-02-09,2026-08-27,,
LN-08270910-10846,SERV-03,191179.75,LATE_60,88,2023-08-27,2026-08-27,,
LN-08270910-10847,SERV-01,39148.86,LATE_90,116,2023-07-24,2026-08-27,AUDIT-FLAG-5,
LN-08270910-10848,SERV-01,27654.39,CURRENT,0,2024-02-26,2026-08-27,,
LN-08270910-10849,SERV-02,82819.75,DEFAULT,233,2023-10-08,2026-08-27,AUDIT-FLAG-5,
LN-08270910-10850,SERV-02,11877.76,DEFAULT,179,2023-11-09,2026-08-27,,
LN-08270910-10851,SERV-01,151837.51,LATE_60,83,2023-11-03,2026-08-27,,
LN-08270910-10852,SERV-02,16019.22,LATE_90,118,2023-06-23,2026-08-27,,
LN-08270910-10853,SERV-03,41843.29,CLOSED,0,2023-06-24,2026-08-27,,
LN-08270910-10854,SERV-03,96050.5,CLOSED,0,2023-04-30,2026-08-27,,
LN-08270910-10855,SERV-03,60518.31,CLOSED,0,2023-08-30,2026-08-27,,
LN-08270910-10856,SERV-02,162603.66,CLOSED,0,2023-07-27,2026-08-27,,Servicer note line 856
LN-08270910-10857,SERV-01,62286.78,CLOSED,0,2023-05-14,2026-08-27,AUDIT-FLAG-1,
LN-08270910-10858,SERV-02,202838.34,LATE_30,53,2023-06-19,2026-08-27,,
LN-08270910-10859,SERV-02,121688.62,LATE_30,53,2023-05-15,2026-08-27,,
LN-08270910-10860,SERV-01,148926.88,LATE_60,66,2023-06-25,2026-08-27,AUDIT-FLAG-5,
LN-08270910-10861,SERV-01,104127.15,LATE_60,85,2024-02-05,2026-08-27,,
LN-08270910-10862,SERV-01,51689.79,CLOSED,0,2023-07-16,2026-08-27,,
LN-08270910-10863,SERV-03,86600.96,LATE_90,112,2024-02-20,2026-08-27,,
LN-08270910-10864,SERV-01,41327.59,CURRENT,0,2023-07-29,2026-08-27,,
LN-08270910-10865,SERV-03,5180.65,DEFAULT,191,2023-07-20,2026-08-27,,
LN-08270910-10866,SERV-01,94670.57,LATE_60,87,2023-12-28,2026-08-27,,
LN-08270910-10867,SERV-03,51541.11,LATE_90,112,2024-02-17,2026-08-27,,
LN-08270910-10868,SERV-02,129511.18,LATE_90,94,2023-08-17,2026-08-27,,
LN-08270910-10869,SERV-02,106537.24,CURRENT,0,2023-03-05,2026-08-27,,
LN-08270910-10870,SERV-01,40236.75,LATE_30,30,2023-11-15,2026-08-27,AUDIT-FLAG-5,
LN-08270910-10871,SERV-03,42295.33,LATE_60,71,2023-06-20,2026-08-27,AUDIT-FLAG-5,
LN-08270910-10872,SERV-03,7352.78,CURRENT,0,2023-12-01,2026-08-27,,
LN-08270910-10873,SERV-02,56172.04,DEFAULT,199,2023-04-28,2026-08-27,AUDIT-FLAG-1,
LN-08270910-10874,SERV-03,79043.24,LATE_60,62,2024-01-21,2026-08-27,,
LN-08270910-10875,SERV-01,45000.0,CLOSED,74,2023-04-28,2026-08-27,,
LN-08270910-10876,SERV-01,35480.73,LATE_90,90,15/01/2023,2026-08-27,,
LN-08270910-10877,SERV-01,16353.77,LATE_30,48,2023-03-31,2026-08-27,,Servicer note line 877
LN-08270910-10878,SERV-03,138370.07,LATE_30,38,2023-04-08,2026-08-27,,
LN-08270910-10879,SERV-01,79804.55,LATE_90,93,2024-02-19,2026-08-27,,
LN-08270910-10880,SERV-01,185334.69,LATE_60,15,2023-05-29,2026-08-27,,
LN-08270910-10881,SERV-01,-27308.99,LATE_30,49,2023-06-22,2026-08-27,AUDIT-FLAG-4,Servicer note line 881
LN-08270910-10882,SERV-03,139655.82,CLOSED,0,2024-02-01,2026-08-27,AUDIT-FLAG-5,
LN-08270910-10883,SERV-01,-65890.25,LATE_90,99,2024-01-20,2026-08-27,,Servicer note line 883
LN-08270910-10884,SERV-01,86916.55,LATE_60,80,2024-01-19,2026-08-27,,
LN-08270910-10886,SERV-02,119277.86,DEFAULT,173,2023-08-26,2026-08-27,,Servicer note line 886
LN-08270910-10887,SERV-02,45000.0,CLOSED,255,2023-11-06,2026-08-27,,Servicer note line 887
LN-08270910-10888,SERV-02,82999.56,CURRENT,0,2023-08-15,2026-08-27,,
LN-08270910-10889,SERV-03,52264.3,LATE_90,94,2023-09-26,2026-08-27,,
LN-08270910-10890,SERV-02,91760.77,LATE_60,78,2023-03-31,2026-08-27,,Servicer note line 890
LN-08270910-10891,SERV-03,113351.87,CLOSED,0,2023-12-31,2026-08-27,,
LN-08270910-10892,SERV-03,16390.8,LATE_30,44,2023-03-24,2026-08-27,,Servicer note line 892
LN-08270910-10893,SERV-01,133794.41,CURRENT,0,2023-10-16,2026-08-27,,
LN-08270910-10894,SERV-02,98673.38,DEFAULT,151,2023-10-30,2026-08-27,,
LN-08270910-10895,SERV-03,59596.15,CURRENT,0,2023-04-16,2026-08-27,,
LN-08270910-10896,SERV-01,138963.9,LATE_60,77,2023-04-13,2026-08-27,,
LN-08270910-10897,SERV-03,133398.22,CURRENT,0,2024-02-18,2026-08-27,,Servicer note line 897
LN-08270910-10898,SERV-01,123513.82,LATE_30,51,2023-12-08,2026-08-27,,
LN-08270910-10899,SERV-02,231379.29,CURRENT,0,2024-01-25,2026-08-27,,
LN-08270910-10900,SERV-03,59953.55,CURRENT,0,2023-09-02,2026-08-27,AUDIT-FLAG-3,Servicer note line 900
LN-08270910-10901,SERV-01,102051.9,CLOSED,0,2023-03-07,2026-08-27,,
LN-08270910-10902,SERV-01,92121.67,DEFAULT,305,2023-04-09,2026-08-27,,
LN-08270910-10903,SERV-03,107103.1,CURRENT,0,2023-06-01,2026-08-27,,
LN-08270910-10904,SERV-03,37539.09,DEFAULT,202,2023-05-09,2026-08-27,AUDIT-FLAG-2,
LN-08270910-10905,SERV-03,96709.09,CLOSED,0,2023-05-03,2026-08-27,AUDIT-FLAG-4,
LN-08270910-10906,SERV-01,46096.62,CURRENT,0,2024-03-01,2026-08-27,,
LN-08270910-10907,SERV-02,14458.45,LATE_90,108,2024-02-01,2026-08-27,,
LN-08270910-10908,SERV-01,153719.43,CURRENT,0,2023-08-07,2026-08-27,,
LN-08270910-10909,SERV-01,88918.22,LATE_90,104,2023-06-17,2026-08-27,AUDIT-FLAG-4,Servicer note line 909
LN-08270910-10910,SERV-03,42751.26,CURRENT,0,2023-04-30,2026-08-27,,
LN-08270910-10911,SERV-02,28816.8,LATE_60,81,2023-07-04,2026-08-27,,
LN-08270910-10912,SERV-01,99055.7,DEFAULT,287,2023-12-10,2026-08-27,,
LN-08270910-10913,SERV-01,119255.44,LATE_60,65,2024-02-22,2026-08-27,,
LN-08270910-10914,SERV-02,50079.31,DEFAULT,133,2023-08-11,2026-08-27,,
LN-08270910-10916,SERV-02,11318.42,LATE_60,69,2024-03-01,2026-08-27,,
LN-08270910-10917,SERV-03,22595.74,LATE_60,65,2023-08-08,2026-08-27,,
LN-08270910-10918,SERV-03,220951.32,LATE_30,36,2023-06-28,2026-08-27,,Servicer note line 918
LN-08270910-10919,SERV-02,172857.44,CLOSED,0,2023-09-04,2026-08-27,,Servicer note line 919
LN-08270910-10920,SERV-02,11832.47,CLOSED,0,2024-02-19,2026-08-27,AUDIT-FLAG-2,
LN-08270910-10921,SERV-02,77190.95,LATE_30,45,2023-08-31,2026-08-27,,
LN-08270910-10922,SERV-01,7972.91,DEFAULT,297,2023-09-16,2026-08-27,,
LN-08270910-10923,SERV-02,112322.82,LATE_30,39,2023-06-14,2026-08-27,,
LN-08270910-10924,SERV-01,41272.43,LATE_30,58,2023-03-23,2026-08-27,,
LN-08270910-10925,SERV-03,38885.35,CURRENT,0,2024-01-21,2026-08-27,,
LN-08270910-10926,SERV-03,171403.73,LATE_90,100,2023-09-20,2026-08-27,,
LN-08270910-10927,SERV-01,102818.46,LATE_90,93,2023-09-23,2026-08-27,AUDIT-FLAG-3,
LN-08270910-10927,SERV-01,102918.46,LATE_90,93,2023-09-23,2026-08-27,AUDIT-FLAG-3,
LN-08270910-10928,SERV-03,70105.48,DEFAULT,169,2024-01-29,2026-08-27,AUDIT-FLAG-4,
LN-08270910-10929,SERV-01,103435.49,LATE_30,30,2023-05-28,2026-08-27,,
LN-08270910-10930,SERV-02,16013.49,CURRENT,0,2023-11-29,2026-08-27,AUDIT-FLAG-2,
LN-08270910-10931,SERV-01,12500.72,CLOSED,0,2023-04-28,2026-08-27,,
LN-08270910-10932,SERV-02,137795.34,LATE_60,76,2024.05.10,2026-08-27,,
LN-08270910-10933,SERV-02,26195.24,LATE_60,67,2024-01-29,2026-08-27,,
LN-08270910-10935,SERV-01,117324.39,LATE_60,64,2024-01-08,2026-08-27,AUDIT-FLAG-1,
LN-08270910-10936,SERV-02,45000.0,CLOSED,334,2023-12-03,2026-08-27,,
LN-08270910-10937,SERV-01,35385.67,LATE_90,113,2023-03-18,2026-08-27,,
LN-08270910-10938,SERV-02,16304.8,DEFAULT,128,2023-05-09,2026-08-27,,
LN-08270910-10025,SERV-03,46271.1,LATE_90,104,2024-02-19,2026-08-27,,
LN-08270910-10940,SERV-03,105898.55,CLOSED,0,2023-09-25,2026-08-27,,Servicer note line 940
LN-08270910-10941,SERV-01,132724.22,CLOSED,0,2023-11-28,2026-08-27,AUDIT-FLAG-4,
LN-08270910-10942,SERV-01,28500.0,DEFAULT,191,2024-02-04,2026-08-27,,
LN-08270910-10943,SERV-01,43940.99,LATE_90,90,2023-12-04,2026-08-27,AUDIT-FLAG-1,
LN-08270910-10944,SERV-02,15954.47,DEFAULT,122,2024-01-15,2026-08-27,,Servicer note line 944
LN-08270910-10945,SERV-01,29045.34,LATE_30,46,2023-09-15,2026-08-27,AUDIT-FLAG-1,
LN-08270910-10946,SERV-03,8512.06,LATE_30,33,2023-11-26,2026-08-27,,
LN-08270910-10947,SERV-03,55076.69,LATE_90,117,2023-03-13,2026-08-27,,Servicer note line 947
LN-08270910-10948,SERV-01,34994.09,LATE_90,106,2023-12-04,2026-08-27,,Servicer note line 948
LN-08270910-10949,SERV-01,76619.38,LATE_30,34,2023-08-21,2026-08-27,,
LN-08270910-10950,SERV-01,20883.21,CURRENT,0,2023-03-23,2026-08-27,AUDIT-FLAG-3,
LN-08270910-10951,SERV-03,42921.4,LATE_90,104,2023-08-21,2026-08-27,,
LN-08270910-10952,SERV-03,83181.09,DEFAULT,157,2024-02-16,2026-08-27,,Servicer note line 952
LN-08270910-10953,SERV-03,63050.35,DEFAULT,339,2023-04-06,2026-08-27,,Servicer note line 953
LN-08270910-10954,SERV-01,72788.28,DEFAULT,241,2023-11-28,2026-08-27,,
LN-08270910-10955,SERV-03,4228.06,CURRENT,0,2024-02-26,2026-08-27,,
LN-08270910-10956,SERV-02,24579.73,LATE_90,97,2023-03-15,2026-08-27,,
LN-08270910-10957,SERV-01,4130.47,DEFAULT,276,2023-11-17,2026-08-27,,
LN-08270910-10958,SERV-02,37319.24,DEFAULT,324,2023-03-14,2026-08-27,,
LN-08270910-10959,SERV-02,30453.76,LATE_90,101,2023-07-11,2026-08-27,AUDIT-FLAG-5,
LN-08270910-10960,SERV-02,84948.44,CURRENT,0,2023-09-02,2026-08-27,,
LN-08270910-10961,SERV-02,73823.1,LATE_90,110,2023-04-01,2026-08-27,,Servicer note line 961
LN-08270910-10962,SERV-01,103230.71,CLOSED,0,2024-01-23,2026-08-27,,
LN-08270910-10963,SERV-02,11743.17,LATE_60,64,2023-03-06,2026-08-27,,
LN-08270910-10964,SERV-03,49185.39,CLOSED,0,2023-10-09,2026-08-27,,
LN-08270910-10965,SERV-02,18296.41,DEFAULT,235,2023-12-28,2026-08-27,,
LN-08270910-10966,SERV-01,32605.34,DEFAULT,283,2023-11-21,2026-08-27,,
LN-08270910-10967,SERV-02,85444.09,LATE_60,84,2023-05-19,2026-08-27,,
LN-08270910-10968,SERV-03,12100.0,LATE_45,0,2023-05-27,2026-08-27,,Servicer note line 968
LN-08270910-10969,SERV-03,26306.36,LATE_60,87,2023-09-10,2026-08-27,,
LN-08270910-10970,SERV-02,28500.0,LATE_90,117,2023-03-20,2026-08-27,,
LN-08270910-10971,SERV-02,164848.32,CURRENT,0,2023-10-21,2026-08-27,,Servicer note line 971
LN-08270910-10972,SERV-01,29095.62,LATE_60,79,2023-03-15,2026-08-27,,
LN-08270910-10973,SERV-02,207842.41,LATE_90,107,2024-01-13,2026-08-27,,
LN-08270910-10974,SERV-01,144470.56,CLOSED,0,2023-03-08,2026-08-27,,
LN-08270910-10975,SERV-02,94061.9,LATE_90,90,2023-12-20,2026-08-27,AUDIT-FLAG-5,
LN-08270910-10976,SERV-03,45000.0,CLOSED,265,2023-11-05,2026-08-27,AUDIT-FLAG-5,
LN-08270910-10977,SERV-01,26580.4,LATE_90,115,2023-09-12,2026-08-27,,
LN-08270910-10978,SERV-01,45590.67,CLOSED,0,2023-10-06,2026-08-27,,
LN-08270910-10979,SERV-03,6379.14,CLOSED,0,2023-07-24,2026-08-27,,
LN-08270910-10980,SERV-01,82826.14,DEFAULT,123,2023-05-05,2026-08-27,,Servicer note line 980
LN-08270910-10981,SERV-02,168739.25,CLOSED,0,2024-01-31,2026-08-27,,
LN-08270910-10982,SERV-01,100003.82,LATE_60,62,2023-12-11,2026-08-27,,
LN-08270910-10983,SERV-03,77002.98,LATE_90,119,2024-01-18,2026-08-27,,
LN-08270910-10984,SERV-01,45000.0,CLOSED,274,2023-09-28,2026-08-27,,
LN-08270910-10985,SERV-01,38176.7,CLOSED,0,2023-05-12,2026-08-27,,
LN-08270910-10986,SERV-02,23377.96,LATE_90,95,2023-03-16,2026-08-27,AUDIT-FLAG-1,
LN-08270910-10987,SERV-03,13022.46,CLOSED,0,2023-09-01,2026-08-27,,
LN-08270910-10988,SERV-03,11824.02,CURRENT,0,2023-10-08,2026-08-27,,
LN-08270910-10989,SERV-02,27740.09,LATE_90,113,15/01/2023,2026-08-27,,
LN-08270910-10990,SERV-01,82135.27,LATE_60,82,2023-07-20,2026-08-27,,
LN-08270910-10991,SERV-03,28500.0,DEFAULT,148,2024-01-26,2026-08-27,,
LN-08270910-10992,SERV-02,176361.57,DEFAULT,262,2023-07-11,2026-08-27,,Servicer note line 992
LN-08270910-10993,SERV-03,6615.52,LATE_60,81,2023-07-02,2026-08-27,AUDIT-FLAG-3,Servicer note line 993
LN-08270910-10994,SERV-03,28500.0,LATE_90,112,2023-08-17,2026-08-27,,
LN-08270910-10996,SERV-03,34118.08,LATE_30,32,2023-05-18,2026-08-27,,
LN-08270910-10997,SERV-03,140903.41,DEFAULT,173,2023-06-15,2026-08-27,,
LN-08270910-10998,SERV-03,57901.93,LATE_60,76,2024-01-09,2026-08-27,,
LN-08270910-10999,SERV-03,110416.41,LATE_60,15,2023-03-13,2026-08-27,,
LN-08270910-11000,SERV-03,64146.99,LATE_30,35,2023-03-21,2026-08-27,,
LN-08270910-11001,SERV-03,47126.65,CLOSED,0,2023-07-29,2026-08-27,,Servicer note line 1001
LN-08270910-11002,SERV-01,16222.89,CLOSED,0,2024-01-11,2026-08-27,,
LN-08270910-11003,SERV-01,28595.95,CLOSED,0,2024-01-02,2026-08-27,,
LN-08270910-11004,SERV-01,14555.67,CLOSED,0,2023-11-22,2026-08-27,AUDIT-FLAG-1,
LN-08270910-11005,SERV-02,28500.0,CLOSED,0,2023-07-05,2026-08-27,,Servicer note line 1005
LN-08270910-10411,SERV-02,45066.37,LATE_90,102,2023-07-25,2026-08-27,,
LN-08270910-11007,SERV-03,12279.77,DEFAULT,131,2023-07-22,2026-08-27,AUDIT-FLAG-1,
LN-08270910-11008,SERV-01,18909.68,LATE_60,84,2023-09-11,2026-08-27,,
LN-08270910-11009,SERV-02,34795.7,LATE_90,103,2023-05-31,2026-08-27,,
LN-08270910-11010,SERV-01,27234.01,LATE_90,117,2023-07-16,2026-08-27,AUDIT-FLAG-2,
LN-08270910-11011,SERV-02,158710.61,LATE_90,90,2023-06-04,2026-08-27,AUDIT-FLAG-2,
LN-08270910-11012,SERV-03,34699.83,DEFAULT,354,2023-07-03,2026-08-27,,Servicer note line 1012
LN-08270910-11013,SERV-01,75525.65,LATE_90,104,2023-10-26,2026-08-27,AUDIT-FLAG-2,
LN-08270910-11014,SERV-02,52053.12,LATE_60,68,2023-09-12,2026-08-27,,
LN-08270910-11015,SERV-01,45000.0,CLOSED,0,2024-01-28,2026-08-27,AUDIT-FLAG-5,
LN-08270910-11016,SERV-03,18070.78,LATE_90,112,2023-05-10,2026-08-27,,Servicer note line 1016
LN-08270910-11017,SERV-01,190980.37,CURRENT,0,2023-11-07,2026-08-27,,
LN-08270910-11018,SERV-02,43281.55,LATE_30,30,2023-12-20,2026-08-27,AUDIT-FLAG-5,Servicer note line 1018
LN-08270910-11019,SERV-02,15447.42,DEFAULT,263,2023-10-18,2026-08-27,,
LN-08270910-11020,SERV-01,50481.27,CURRENT,0,2023-09-12,2026-08-27,AUDIT-FLAG-2,
LN-08270910-11021,SERV-02,9942.67,LATE_90,113,2023-06-27,2026-08-27,,
LN-08270910-11022,SERV-01,39947.5,CLOSED,0,2023-05-18,2026-08-27,,
LN-08270910-11023,SERV-03,141665.47,LATE_30,50,2023-05-17,2026-08-27,,
LN-08270910-11024,SERV-03,56882.41,CLOSED,0,2023-03-05,2026-08-27,,
LN-08270910-11025,SERV-03,31416.61,CURRENT,0,2023-03-24,2026-08-27,,
LN-08270910-11026,SERV-02,24348.41,LATE_30,49,2023-04-14,2026-08-27,,Servicer note line 1026
LN-08270910-11027,SERV-02,88500.36,CLOSED,0,15/01/2023,2026-08-27,,
LN-08270910-11028,SERV-02,48939.07,LATE_30,30,2023-07-02,2026-08-27,,Servicer note line 1028
LN-08270910-11029,SERV-01,49494.28,DEFAULT,318,2024-01-17,2026-08-27,,
LN-08270910-11030,SERV-01,229303.91,LATE_30,43,2023-12-02,2026-08-27,,
LN-08270910-11031,SERV-02,25084.63,CURRENT,0,2023-08-13,2026-08-27,,
LN-08270910-11032,SERV-01,53402.59,DEFAULT,319,2023-10-14,2026-08-27,,Servicer note line 1032
LN-08270910-10133,SERV-03,92256.88,LATE_30,58,2023-11-20,2026-08-27,,
LN-08270910-11034,SERV-03,30798.24,LATE_90,104,2023-03-11,2026-08-27,AUDIT-FLAG-5,Servicer note line 1034
LN-08270910-10893,SERV-03,147963.49,LATE_30,31,2023-12-12,2026-08-27,AUDIT-FLAG-2,
LN-08270910-11037,SERV-03,89666.45,LATE_90,114,2023-08-04,2026-08-27,,Servicer note line 1037
LN-08270910-11038,SERV-02,106242.3,CURRENT,0,2023-10-16,2026-08-27,,
LN-08270910-11039,SERV-02,53016.0,LATE_90,119,2023-03-22,2026-08-27,,
LN-08270910-11040,SERV-01,9366.31,LATE_30,32,2023-06-30,2026-08-27,AUDIT-FLAG-3,
LN-08270910-11041,SERV-01,82923.4,CURRENT,90,2023-11-20,2026-08-27,,
LN-08270910-11042,SERV-03,9666.53,LATE_30,58,2023-08-02,2026-08-27,AUDIT-FLAG-3,
LN-08270910-11043,SERV-03,134527.1,DEFAULT,154,2023-11-17,2026-08-27,,
LN-08270910-11044,SERV-01,12596.24,LATE_30,57,2024-02-16,2026-08-27,,Servicer note line 1044
LN-08270910-11045,SERV-02,32864.4,LATE_30,44,2023-04-20,2026-08-27,,Servicer note line 1045
LN-08270910-11046,SERV-02,143621.59,LATE_30,33,2023-07-25,2026-08-27,,
LN-08270910-11047,SERV-01,33217.49,CURRENT,0,2023-03-11,2026-08-27,,
LN-08270910-11048,SERV-03,144863.23,DEFAULT,330,2023-11-03,2026-08-27,,
LN-08270910-11049,SERV-02,212497.57,LATE_60,76,2023-07-26,2026-08-27,,
LN-08270910-11050,SERV-01,21337.79,CURRENT,0,2023-03-11,2026-08-27,,
LN-08270910-11051,SERV-03,53780.49,CLOSED,0,2023-10-26,2026-08-27,,
LN-08270910-11052,SERV-01,22239.9,LATE_60,67,2023-06-08,2026-08-27,,
LN-08270910-11053,SERV-03,23454.18,LATE_60,79,2024-01-05,2026-08-27,,
LN-08270910-11054,SERV-01,36689.72,LATE_60,71,2023-09-22,2026-08-27,,
LN-08270910-11055,SERV-01,35305.81,DEFAULT,351,2023-12-04,2026-08-27,,
LN-08270910-11056,SERV-01,73247.04,LATE_90,98,2023-10-03,2026-08-27,,
LN-08270910-11057,SERV-02,81423.75,DEFAULT,345,2023-10-06,2026-08-27,,
LN-08270910-11058,SERV-03,18985.06,CLOSED,0,2023-10-19,2026-08-27,AUDIT-FLAG-3,
LN-08270910-11060,SERV-01,63814.88,LATE_60,72,2023-05-12,2026-08-27,,
LN-08270910-11061,SERV-01,105740.59,LATE_90,112,2023-06-03,2026-08-27,,
LN-08270910-11062,SERV-02,35706.98,LATE_30,44,2023-03-26,2026-08-27,,
LN-08270910-11063,SERV-01,28271.74,LATE_60,64,2023-07-27,2026-08-27,,
LN-08270910-11064,SERV-01,130547.79,LATE_90,30,2024-02-16,2026-08-27,,
LN-08270910-11065,SERV-02,52094.38,DEFAULT,327,2024-01-23,2026-08-27,AUDIT-FLAG-3,
LN-08270910-11066,SERV-03,18317.54,DEFAULT,245,2023-06-10,2026-08-27,,
LN-08270910-11067,SERV-02,146865.05,DEFAULT,140,2023-05-04,2026-08-27,,
LN-08270910-11068,SERV-01,36954.46,LATE_30,56,2023-08-24,2026-08-27,,
LN-08270910-11069,SERV-02,64299.56,LATE_60,86,2023-06-06,2026-08-27,,
LN-08270910-11070,SERV-02,94654.25,CLOSED,0,2023-05-02,2026-08-27,,
LN-08270910-11071,SERV-02,166794.11,LATE_90,117,2023-11-07,2026-08-27,,Servicer note line 1071
LN-08270910-11072,SERV-03,14789.13,CURRENT,0,2023-07-31,2026-08-27,,Servicer note line 1072
LN-08270910-11073,SERV-03,97553.79,DEFAULT,339,2023-08-19,2026-08-27,AUDIT-FLAG-1,
LN-08270910-11074,SERV-03,28930.11,LATE_60,86,2023-08-01,2026-08-27,,
LN-08270910-11075,SERV-03,54722.55,LATE_60,69,2024-01-05,2026-08-27,,
LN-08270910-11076,SERV-02,210000.35,DEFAULT,207,2024-01-02,2026-08-27,,
LN-08270910-11077,SERV-02,18810.3,DEFAULT,306,2023-12-21,2026-08-27,AUDIT-FLAG-3,
LN-08270910-11078,SERV-01,57906.59,CURRENT,0,2023-08-06,2026-08-27,AUDIT-FLAG-1,Servicer note line 1078
LN-08270910-11079,SERV-03,143450.49,DEFAULT,258,2023-07-28,2026-08-27,,Servicer note line 1079
LN-08270910-11080,SERV-02,72517.27,LATE_60,71,2023-05-19,2026-08-27,,
LN-08270910-11081,SERV-01,28704.91,LATE_60,62,2023-04-12,2026-08-27,,
LN-08270910-11082,SERV-01,126980.92,LATE_60,86,2023-08-29,2026-08-27,AUDIT-FLAG-1,
LN-08270910-11083,SERV-03,116424.29,LATE_60,86,2023-04-10,2026-08-27,AUDIT-FLAG-1,
LN-08270910-11084,SERV-01,49384.45,LATE_90,94,2024-02-26,2026-08-27,AUDIT-FLAG-4,
LN-08270910-11085,SERV-02,61298.46,CURRENT,0,05-10-2024,2026-08-27,AUDIT-FLAG-1,
LN-08270910-11086,SERV-03,135574.84,LATE_60,71,2023-03-18,2026-08-27,,
LN-08270910-11087,SERV-02,80373.03,DEFAULT,193,2023-09-28,2026-08-27,,
LN-08270910-11088,SERV-01,50541.62,CURRENT,0,2024-01-15,2026-08-27,,
LN-08270910-11089,SERV-03,93050.27,CURRENT,0,2023-06-01,2026-08-27,,
LN-08270910-11090,SERV-01,208281.54,LATE_60,61,2023-04-18,2026-08-27,AUDIT-FLAG-5,
LN-08270910-11091,SERV-02,32239.7,CLOSED,0,2023-08-20,2026-08-27,,Servicer note line 1091
LN-08270910-11092,SERV-02,103379.21,CURRENT,0,2023-04-01,2026-08-27,AUDIT-FLAG-2,
LN-08270910-11093,SERV-02,50392.7,CLOSED,0,2023-10-28,2026-08-27,AUDIT-FLAG-3,Servicer note line 1093
LN-08270910-11094,SERV-02,25779.93,CLOSED,0,2023-04-28,2026-08-27,AUDIT-FLAG-3,
LN-08270910-11095,SERV-03,187029.14,CURRENT,0,2023-11-08,2026-08-27,,
LN-08270910-11096,SERV-03,48687.48,LATE_60,85,2023-04-02,2026-08-27,,
LN-08270910-11097,SERV-03,12100.0,LATE_45,41,2024-01-17,2026-08-27,,
LN-08270910-11098,SERV-02,129058.81,DEFAULT,209,2024.05.10,2026-08-27,,Servicer note line 1098
LN-08270910-11099,SERV-02,59826.91,LATE_90,114,2023-06-16,2026-08-27,,
LN-08270910-11100,SERV-03,49554.1,LATE_90,93,2024-01-03,2026-08-27,,
LN-08270910-11101,SERV-02,-82360.89,LATE_60,79,2023-03-26,2026-08-27,,
LN-08270910-11102,SERV-03,216297.36,DEFAULT,182,2023-10-13,2026-08-27,,Servicer note line 1102
LN-08270910-11103,SERV-01,94171.67,LATE_90,102,2023-03-12,2026-08-27,AUDIT-FLAG-1,
LN-08270910-10963,SERV-02,55998.51,DEFAULT,308,2023-08-08,2026-08-27,AUDIT-FLAG-4,Servicer note line 1104
LN-08270910-11105,SERV-01,40940.93,LATE_30,52,2023-11-04,2026-08-27,,
LN-08270910-11106,SERV-03,33700.64,LATE_60,63,2023-03-29,2026-08-27,,
LN-08270910-11107,SERV-02,77758.24,LATE_90,101,2023-07-28,2026-08-27,,
LN-08270910-11108,SERV-02,177015.62,DEFAULT,158,2023-04-01,2026-08-27,,
LN-08270910-11109,SERV-03,33100.56,LATE_30,39,2024-02-02,2026-08-27,AUDIT-FLAG-3,Servicer note line 1109
LN-08270910-11110,SERV-03,6023.32,LATE_30,46,2023-10-23,2026-08-27,,Servicer note line 1110
LN-08270910-11111,SERV-03,64046.15,CLOSED,0,2023-08-24,2026-08-27,,
LN-08270910-11112,SERV-01,5359.21,CURRENT,0,2023-07-29,2026-08-27,AUDIT-FLAG-2,Servicer note line 1112
LN-08270910-10414,SERV-02,4572.18,CLOSED,0,2024-02-04,2026-08-27,,
LN-08270910-11114,SERV-02,104030.76,CURRENT,0,2023-12-16,2026-08-27,,
LN-08270910-11115,SERV-02,12100.0,LATE_45,72,2023-03-13,2026-08-27,,
LN-08270910-11116,SERV-03,93841.32,CURRENT,0,2024-02-15,2026-08-27,,Servicer note line 1116
LN-08270910-11117,SERV-01,219235.36,LATE_60,84,2023-05-21,2026-08-27,,
LN-08270910-11118,SERV-03,79188.82,LATE_60,66,2023-03-19,2026-08-27,,
LN-08270910-11119,SERV-03,91421.5,DEFAULT,162,2023-08-23,2026-08-27,,
LN-08270910-11120,SERV-01,40569.4,LATE_90,108,2023-05-27,2026-08-27,,
LN-08270910-11121,SERV-03,55959.64,LATE_90,114,2023-12-22,2026-08-27,AUDIT-FLAG-3,
LN-08270910-11122,SERV-03,114881.71,LATE_60,78,2023-09-27,2026-08-27,AUDIT-FLAG-5,
LN-08270910-11123,SERV-03,62637.27,LATE_60,81,2023-11-01,2026-08-27,,
LN-08270910-11124,SERV-03,64446.28,CURRENT,0,2023-04-09,2026-08-27,,
LN-08270910-11125,SERV-03,31825.88,DEFAULT,354,2023-06-23,2026-08-27,,
